v1,full_name,reaction_EC,gene_symbol,v3,Vitisnet_Network1,Vitisnet_Network2,,
VIT_09s0018g00610,Unknown protein,,,Vitvi09g01852,,,,
VIT_09s0018g00650,Zinc finger protein 830,K13104_1,,Vitvi09g01853,vv60017C2H2,,,
VIT_09s0018g00660,CTV.12,,,Vitvi09g01855,,,,
VIT_09s0018g00670,HcrVf1 protein,,,Vitvi09g01856,,,,
VIT_09s0018g00680,No hit,,,Vitvi09g01857,,,,
VIT_09s0018g00710,Disease resistance family protein,,,Vitvi09g01859,,,,
VIT_09s0018g00720,No hit,,,Vitvi09g01860,,,,
VIT_09s0018g00750,No hit,,,Vitvi09g01863,,,,
VIT_09s0018g00790,No hit,,,Vitvi09g01866,,,,
VIT_09s0018g00800,No hit,,,Vitvi09g01867,,,,
VIT_09s0018g00820,Photosystem I assembly protein Ycf3,,,Vitvi09g01868,,,,
VIT_09s0018g00870,ATP-binding cassette; sub-family F; member 2,K06185,,Vitvi09g01870,vv52010ABC_transporters,,,
VIT_09s0018g00890,Aluminium-tolerance ALMT1,ALMT1,,Vitvi09g01871,vv50125Porters_cat_66_to_94,,,
VIT_09s0018g00910,No hit,,,Vitvi09g01872,,,,
VIT_09s0018g00940,Retrovirus Pol polyprotein,,,Vitvi09g01873,,,,
VIT_09s0018g00980,No hit,,,Vitvi09g01876,,,,
VIT_09s0018g01030,Disease resistance protein,,,Vitvi09g01877,,,,
VIT_09s0018g01110,No hit,,,Vitvi09g01880,,,,
VIT_09s0018g01130,Lectin,,,Vitvi09g01881,,,,
VIT_09s0018g01150,No hit,,,Vitvi09g01882,,,,
VIT_09s0018g01160,No hit,,,Vitvi09g01883,,,,
VIT_09s0018g01260,No hit,,,Vitvi09g01885,,,,
VIT_09s0018g01320,No hit,,,Vitvi09g01886,,,,
VIT_09s0018g01340,Cuticle protein,,,Vitvi09g01887,,,,
VIT_09s0018g01350,No hit,,,Vitvi09g01888,,,,
VIT_09s0018g01360,Cuticle protein,,,Vitvi09g01889,,,,
VIT_09s0018g01410,No hit,,,Vitvi09g01890,,,,
VIT_09s0018g01430,No hit,,,Vitvi09g01891,,,,
VIT_09s0018g01440,Receptor kinase TRKe,,,Vitvi09g01892,,,,
VIT_09s0018g01450,Receptor kinase TRKe,,,Vitvi09g01893,,,,
VIT_09s0018g01480,No hit,,,Vitvi09g01894,,,,
VIT_09s0018g01490,Anthraniloyal-CoA: methanol anthraniloyal transferase,AMAT,,Vitvi09g01895,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,,,
VIT_09s0018g01500,No hit,,,Vitvi09g01896,,,,
VIT_09s0018g01510,No hit,,,Vitvi09g01897,,,,
VIT_09s0018g01540,Unknown protein,,,Vitvi09g01900,,,,
VIT_09s0018g01560,No hit,,,Vitvi09g01901,,,,
VIT_09s0018g01580,ATSYTC/NTMC2T1.3/NTMC2TYPE1.3/SYTC,NTMC2T1_3,,Vitvi09g01903,vv50109Incompletely_characterized_transport_systems,,,
VIT_09s0018g01690,No hit,,,Vitvi09g01904,,,,
VIT_09s0018g01740,Unknown,,,Vitvi09g01905,,,,
VIT_09s0018g01830,No hit,,,Vitvi09g01909,,,,
VIT_09s0018g01850,High mobility group protein HMGI/Y-1,HMGIY_6,,Vitvi09g01910,vv60035HMG,,,
VIT_09s0018g01860,No hit,,,Vitvi09g01911,,,,
VIT_09s0018g01910,Unknown,,,Vitvi09g01912,,,,
VIT_09s0018g01930,ATP synthase epsilon chain; mitochondrial,K02135,,Vitvi09g01913,vv10190Oxidative_phosphorylation,vv50131Primary_active_transporter_cat_A2_to_A4,,
VIT_09s0018g01980,Unknown,,,Vitvi09g01914,,,,
VIT_09s0018g01990,UDP-glucose:isoflavone 7-O-glucosyltransferase,E2_4_1_170,,Vitvi09g01915,vv10943Isoflavonoid_biosynthesis,,,
VIT_09s0018g02020,Syntaxin 1B/2/3/4,K08486,,Vitvi09g01917,vv24130SNARE_interactions_in_vesicular_transport,vv50101Channels_and_pores,,
VIT_09s0018g02070,No hit,,,Vitvi09g01921,,,,
VIT_09s0018g02100,Anthocyaninless2 (ANL2),ANL2_2,,Vitvi09g01924,vv60034HB,,,
VIT_09s0018g02120,No hit,,,Vitvi09g01925,,,,
VIT_09s0018g02140,No hit,,,Vitvi09g01926,,,,
VIT_09s0054g00010,Ribosomal protein L7 (RPL7D) 60S,K02937,,Vitvi09g01927,vv23010Ribosome,,,
VIT_09s0054g00020,No hit,,,Vitvi09g01929,,,,
VIT_09s0054g00030,Ribosomal protein L7 (RPL7D) 60S,K02937,,Vitvi09g01930,vv23010Ribosome,,,
VIT_09s0054g00050,Serine/threonine-protein kinase,,,Vitvi09g01931,,,,
VIT_09s0054g00080,Hcr2-p2,,,Vitvi09g01932,,,,
VIT_09s0054g00090,Ribosomal protein L7 60S,K02935,,Vitvi09g01933,vv23010Ribosome,,,
VIT_09s0054g00100,Leucine-rich repeat transmembrane protein kinase,,,Vitvi09g01934,,,,
VIT_09s0054g00110,No hit,,,Vitvi09g01936,,,,
VIT_09s0054g00120,Kinesin family member 22,K10403,,Vitvi09g01937,vv44810Regulation_of_actin_cytoskeleton,,,
VIT_09s0054g00130,Kinesin family member 22,K10403,,Vitvi09g01938,vv44810Regulation_of_actin_cytoskeleton,,,
VIT_09s0054g00140,Ribosomal protein L7 (RPL7D) 60S,K02937,,Vitvi09g01939,vv23010Ribosome,,,
VIT_09s0054g00150,Ribosomal protein L7 (RPL7D) 60S,K02937,,Vitvi09g01940,vv23010Ribosome,,,
VIT_09s0054g00190,Ribosomal protein L7 (RPL7D) 60S,K02937,,Vitvi09g01943,vv23010Ribosome,,,
VIT_09s0054g00210,Ribosomal protein L7 (RPL7D) 60S,K02937,,Vitvi09g01944,vv23010Ribosome,,,
VIT_09s0054g00220,Cation efflux family protein MTPc4,MTPC4,,Vitvi09g01947,vv50121Porters_cat_1_to_6,,,
VIT_09s0054g00240,Cation efflux family protein MTPc4,MTPC4,,Vitvi09g01949,vv50121Porters_cat_1_to_6,,,
VIT_09s0054g00250,No hit,,,Vitvi09g01950,,,,
VIT_09s0054g00260,HcrVf1,,,Vitvi09g01951,,,,
VIT_09s0054g00270,Gag-pol polyprotein,,,Vitvi09g01952,,,,
VIT_09s0054g00290,No hit,,,Vitvi09g01953,,,,
VIT_09s0054g00300,Disease resistance,,,Vitvi09g01954,,,,
VIT_09s0054g00330,Mannosyl-oligosaccharide 1;2-alpha-mannosidase,E3_2_1_113,,Vitvi09g01955,vv10510N-Glycan_biosynthesis,vv11030Glycan_structures-biosynthesis1,,
VIT_09s0054g00340,No hit,,,Vitvi09g01956,,,,
VIT_09s0054g00350,Ycf2,,,Vitvi09g01957,,,,
VIT_09s0054g00360,Cation efflux family protein MTPc4,MTPC4,,Vitvi09g01960,vv50121Porters_cat_1_to_6,,,
VIT_09s0054g00410,Unknown,,,Vitvi09g01962,,,,
VIT_09s0054g00460,CYP51G1,,,Vitvi09g01963,,,,
VIT_09s0054g00470,Transposase_MuDR,,,Vitvi09g01966,,,,
VIT_09s0054g00490,No hit,,,Vitvi09g01970,,,,
VIT_09s0054g00500,No hit,,,Vitvi09g01971,,,,
VIT_09s0054g00510,No hit,,,Vitvi09g01972,,,,
VIT_09s0054g00540,Copia transposable element,,,Vitvi09g01976,,,,
VIT_09s0054g00550,No hit,,,Vitvi09g01977,,,,
VIT_09s0054g00560,No hit,,,Vitvi09g01978,,,,
VIT_09s0054g00570,No hit,,,Vitvi09g01979,,,,
VIT_09s0054g00590,No hit,,,Vitvi09g01980,,,,
VIT_09s0054g00660,SAUR_C,SAURC,,Vitvi09g01982,vv30003Auxin_signaling,,,
VIT_09s0054g00670,Auxin-regulated protein,AUXREG,,Vitvi09g01983,vv30003Auxin_signaling,,,
VIT_09s0054g00740,SAUR_C,SAURC,,Vitvi09g01984,vv30003Auxin_signaling,,,
VIT_09s0054g00800,Unknown protein,,,Vitvi09g01985,,,,
VIT_09s0054g00880,Lipase GDSL,,,Vitvi09g01986,,,,
VIT_09s0054g00960,No hit,,,Vitvi09g01987,,,,
VIT_09s0054g00990,No hit,,,Vitvi09g01988,,,,
VIT_09s0054g01020,Unknown,,,Vitvi09g01989,,,,
VIT_09s0054g01050,No hit,,,Vitvi09g01991,,,,
VIT_09s0054g01090,Cycloartenol synthase,E5_4_99_8,,Vitvi09g01992,vv10100Biosynthesis_of_steroids,,,
VIT_09s0054g01100,Unknown,,,Vitvi09g01993,,,,
VIT_09s0054g01140,Lupeol synthase 2,E5_4_99_8,,Vitvi09g01995,vv10100Biosynthesis_of_steroids,,,
VIT_09s0054g01150,No hit,,,Vitvi09g01996,,,,
VIT_09s0054g01310,Myosin-like protein XIK,MYOSINXIK,,Vitvi09g01998,vv44810Regulation_of_actin_cytoskeleton,,,
VIT_09s0054g01320,No hit,,,Vitvi09g01999,,,,
VIT_09s0054g01330,Beta-amyrin synthase,E5_4_99_BAS,,Vitvi09g02001,vv10900Terpenoid_biosynthesis,,,
VIT_09s0054g01340,Beta-amyrin synthase,E5_4_99_BAS,,Vitvi09g02002,vv10900Terpenoid_biosynthesis,,,
VIT_09s0054g01360,Cycloartenol synthase,E5_4_99_8,,Vitvi09g02003,vv10100Biosynthesis_of_steroids,,,
VIT_09s0054g01370,Beta-amyrin synthase,E5_4_99_BAS,,Vitvi09g02004,vv10900Terpenoid_biosynthesis,,,
VIT_09s0054g01380,No hit,,,Vitvi09g02005,,,,
VIT_09s0054g01390,Beta-amyrin synthase,E5_4_99_BAS,,Vitvi09g02006,vv10900Terpenoid_biosynthesis,,,
VIT_09s0054g01400,No hit,,,Vitvi09g02007,,,,
VIT_09s0054g01410,Beta-amyrin synthase,E5_4_99_BAS,,Vitvi09g02008,vv10900Terpenoid_biosynthesis,,,
VIT_09s0054g01450,No hit,,,Vitvi09g02009,,,,
VIT_09s0054g01470,Beta-amyrin synthase,E5_4_99_BAS,,Vitvi09g02010,vv10900Terpenoid_biosynthesis,,,
VIT_09s0054g01490,No hit,,,Vitvi09g02011,,,,
VIT_09s0054g01520,Beta-amyrin synthase,E5_4_99_BAS,,Vitvi09g02012,vv10900Terpenoid_biosynthesis,,,
VIT_09s0054g01540,Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein,,,Vitvi09g02013,,,,
VIT_09s0054g01750,Unknown protein,,,Vitvi09g02014,,,,
VIT_09s0054g01800,No hit,,,Vitvi09g02015,,,,
VIT_09s0054g01900,No hit,,,Vitvi09g02016,,,,
VIT_09s0002g00630,No hit,,,Vitvi09g02017,,,,
VIT_00s0606g00010,Transferase,,,Vitvi09g02050,,,,
VIT_00s0505g00020,No hit,,,Vitvi09g02051,,,,
VIT_00s0505g00030,NADH dehydrogenase subunit 2,K03879,,Vitvi09g02052,vv10190Oxidative_phosphorylation,vv50134Primary_active_transporter_cat_D1,,
VIT_00s0505g00040,Unknown,,,Vitvi09g02053,,,,
VIT_00s0505g00050,No hit,,,Vitvi09g02054,,,,
VIT_00s0505g00060,Photosystem II protein N,K02715,,Vitvi09g02055,vv10195Photosynthesis,vv50135Primary_active_transporter_cat_D3_to_E2,,
VIT_00s0629g00020,NADH dehydrogenase subunit 4,K03881,,Vitvi09g02059,vv10190Oxidative_phosphorylation,vv50134Primary_active_transporter_cat_D1,,
VIT_00s0145g00060,No hit,,,Vitvi09g02069,,,,
VIT_00s0145g00110,Pirin,K06911,,Vitvi09g02070,,,,
VIT_00s1261g00010,CC-NBS-LRR class,,,Vitvi09g02072,,,,
VIT_00s1261g00020,Disease resistance protein (CC-NBS-LRR class),,,Vitvi09g02073,,,,
VIT_00s1261g00030,Microtubule associated protein (MAP65/ASE1) pleiade,PLEIADE,,Vitvi09g02074,vv44810Regulation_of_actin_cytoskeleton,,,
VIT_00s1526g00010,Ribosomal protein L7 (RPL7D) 60S,K02937,,Vitvi09g02075,vv23010Ribosome,,,
VIT_00s2761g00010,Ribosomal protein L7 (RPL7B) 60S,K02937,,Vitvi09g02080,vv23010Ribosome,,,
VIT_00s0246g00010,NADH dehydrogenase subunit 7,K03935,,Vitvi09g02081,vv10190Oxidative_phosphorylation,vv50134Primary_active_transporter_cat_D1,,
VIT_00s0246g00020,No hit,,,Vitvi09g02082,,,,
VIT_00s0246g00030,No hit,,,Vitvi09g02083,,,,
VIT_00s0246g00040,No hit,,,Vitvi09g02085,,,,
VIT_00s0246g00050,NADH dehydrogenase I subunit 2,K03879,,Vitvi09g02087,vv10190Oxidative_phosphorylation,vv50134Primary_active_transporter_cat_D1,,
VIT_00s0246g00060,Cytochrome c-type biogenesis protein CcmF,K02198,,Vitvi09g02088,vv50109Incompletely_characterized_transport_systems,,,
VIT_00s0246g00070,NADH dehydrogenase subunit 7,K05579,,Vitvi09g02089,vv10190Oxidative_phosphorylation,vv50134Primary_active_transporter_cat_D1,,
VIT_00s0246g00080,NADH dehydrogenase subunit 7,K05579,,Vitvi09g02090,vv10190Oxidative_phosphorylation,vv50134Primary_active_transporter_cat_D1,,
VIT_00s0246g00090,NADH dehydrogenase (ubiquinone) Fe-S protein 2,K03935,,Vitvi09g02091,vv10190Oxidative_phosphorylation,vv50134Primary_active_transporter_cat_D1,,
VIT_00s0246g00100,NADH dehydrogenase subunit 7,K05579,,Vitvi09g02092,vv10190Oxidative_phosphorylation,vv50134Primary_active_transporter_cat_D1,,
VIT_00s0246g00110,No hit,,,Vitvi09g02093,,,,
VIT_00s0246g00120,No hit,,,Vitvi09g02095,,,,
VIT_00s0246g00130,No hit,,,Vitvi09g02096,,,,
VIT_00s0246g00140,NADH-plastoquinone oxidoreductase subunit 5,K00332,,Vitvi09g02097,vv10190Oxidative_phosphorylation,vv50134Primary_active_transporter_cat_D1,,
VIT_00s0246g00150,Ribosomal protein L32,K02911,,Vitvi09g02098,vv23010Ribosome,,,
VIT_00s0246g00160,No hit,,,Vitvi09g02099,,,,
VIT_00s0246g00170,C-type cytochrome synthesis protein,CCSA,,Vitvi09g02100,vv50109Incompletely_characterized_transport_systems,,,
VIT_00s0246g00180,NADH-plastoquinone oxidoreductase subunit 4,K00333,,Vitvi09g02101,vv10190Oxidative_phosphorylation,vv50134Primary_active_transporter_cat_D1,,
VIT_00s0246g00190,NADH-plastoquinone oxidoreductase subunit 4,K00333,,Vitvi09g02102,vv10190Oxidative_phosphorylation,vv50134Primary_active_transporter_cat_D1,,
VIT_00s0246g00200,Photosystem I iron-sulfur center (Photosystem I subunit VII),K02691,,Vitvi09g02103,vv10195Photosynthesis,vv50105Transport_electron_carriers,,
VIT_00s0246g00210,No hit,,,Vitvi09g02104,,,,
VIT_00s0246g00220,F-type H+-transporting ATPase subunit 8,K02125,,Vitvi09g02105,vv10190Oxidative_phosphorylation,vv50131Primary_active_transporter_cat_A2_to_A4,,
VIT_00s0246g00230,Cytochrome c oxidase subunit III,K02262,,Vitvi09g02106,vv10190Oxidative_phosphorylation,vv50135Primary_active_transporter_cat_D3_to_E2,,
VIT_00s0246g00240,Ribosomal protein S1 (Rps1 protein),K02945,,Vitvi09g02107,vv23010Ribosome,,,
VIT_10s0116g00040,No hit,,,Vitvi10g00001,,,,
VIT_10s0116g00080,Tetratricopeptide repeat (TPR)-containing SET domain protein,SETTRP_2,,Vitvi10g00002,vv60056SET_PCG,,,
VIT_10s0116g00110,Receptor kinase RK20-1,,,Vitvi10g00003,,,,
VIT_10s0116g00150,Receptor kinase RK20-1,,,Vitvi10g00005,,,,
VIT_10s0116g00170,S-locus lectin protein kinase,,,Vitvi10g00006,,,,
VIT_10s0116g00240,PDE247 (pigment defective 247),,,Vitvi10g00011,,,,
VIT_10s0116g00280,UDP-3-O-(3-hydroxymyristoyl) glucosamine N-acyltransferase,K02536,,Vitvi10g00012,vv10540Lipopolysaccharide_biosynthesis,,,
VIT_10s0116g00300,Harpin-induced protein-related,,,Vitvi10g00015,,,,
VIT_10s0116g00310,Auxin response factor 9,ARF9_1,,Vitvi10g00016,vv30003Auxin_signaling,vv60004ARF,,
VIT_10s0116g00390,Unknown protein,,,Vitvi10g00019,,,,
VIT_10s0116g00420,DnaJ (Hsp40) homolog; subfamily C; member 25,DNAJC25,,Vitvi10g00022,vv50132Primary_active_transporter_cat_A5_to_A8,,,
VIT_10s0116g00450,Tyrosyl-DNA phosphodiesterase,K10862,,Vitvi10g00023,,,,
VIT_10s0116g00470,Ubiquitin family,,,Vitvi10g00024,,,,
VIT_10s0116g00510,Postsynaptic protein,,,Vitvi10g00025,,,,
VIT_10s0116g00520,Xyloglucan endotransglucosylase/hydrolase 8,E2_4_1_207,,Vitvi10g00026,vv40006Cell_wall,,,
VIT_10s0116g00530,Thiazole biosynthetic enzyme; chloroplast (ARA6),E2_5_1_3,,Vitvi10g00027,vv10730Thiamine_metabolism,,,
VIT_10s0116g00540,Pentatricopeptide repeat-containing protein,,,Vitvi10g00028,,,,
VIT_10s0116g00550,Oligosaccharide transporter OST3/OST6,OST3,,Vitvi10g00029,vv50121Porters_cat_1_to_6,,,
VIT_10s0116g00570,Nuclear transport factor 2B,NTF2B,,Vitvi10g00030,vv50133Primary_active_transporter_cat_A9_to_A18,,,
VIT_10s0116g00590,Pectinesterase family,E3_1_1_11,,Vitvi10g00031,vv40006Cell_wall,,,
VIT_10s0116g00620,Phytochelatin synthetase,E2_3_2_15,,Vitvi10g00032,vv10251Glutamate_metabolism,,,
VIT_10s0116g00710,Tryptophan synthase; beta subunit,E4_2_1_20,,Vitvi10g00034,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,,,
VIT_10s0116g00720,Pre-mRNA cleavage complex,,,Vitvi10g00035,,,,
VIT_10s0116g00760,Glucose-6-phosphate/phosphate translocator,GPT2,,Vitvi10g00037,vv50122Porters_cat_7_to_17,,,
VIT_10s0116g00770,Unknown protein,,,Vitvi10g00038,,,,
VIT_10s0116g00780,Dalcochinin 8'-O-beta-glucoside beta-glucosidase,,,Vitvi10g00039,,,,
VIT_10s0116g00790,Pseudouridine synthase,E4_2_1_70,,Vitvi10g00040,vv10240Pyrimidine_metabolism,,,
VIT_10s0116g00800,CYP77A3,,,Vitvi10g00041,,,,
VIT_10s0116g00820,Adenosine/AMP deaminase,E3_5_4_4,,Vitvi10g00044,vv10230Purine_metabolism,,,
VIT_10s0116g00830,Patatin,,,Vitvi10g00045,,,,
VIT_10s0116g00850,Serine/threonine Protein kinase BNK1,,,Vitvi10g00046,,,,
VIT_10s0116g00860,Cardiolipin synthase,K06131,,Vitvi10g00047,vv10564Glycerophospholipid_metabolism,,,
VIT_10s0116g00870,Malonyl-CoA decarboxylase,E4_1_1_9,,Vitvi10g00048,vv10061Fatty_acid_biosynthesis,vv44146Peroxisome,,
VIT_10s0116g00900,Unknown protein,,,Vitvi10g00049,,,,
VIT_10s0116g00910,CERK1 (chitin elicitor receptor kinase 1),K13429,,Vitvi10g00050,vv34626Plant-pathogen_interaction,,,
VIT_10s0116g00940,Early-responsive to dehydration protein / ERD protein,,,Vitvi10g00052,,,,
VIT_10s0116g00960,Transcription factor jumonji (jmjC) domain-containing protein,JMJD1B_5,,Vitvi10g00053,vv60038Jumonji,,,
VIT_10s0116g00970,Leucyl tRNA synthetase,E6_1_1_4,,Vitvi10g00054,vv10290Valine_leucine_and_isoleucine_biosynthesis,vv20970Aminoacyl-tRNA_biosynthesis,,
VIT_10s0116g00980,Unknown protein,,,Vitvi10g00055,,,,
VIT_10s0116g00990,Pentatricopeptide (PPR) repeat-containing protein,,,Vitvi10g00056,,,,
VIT_10s0116g01000,Alanine racemase,E5_1_1_1,,Vitvi10g00057,vv10252Alanine_and_aspartate_metabolism,,,
VIT_10s0116g01150,Unknown,,,Vitvi10g00060,,,,
VIT_10s0116g01160,Pectate lyase like protein,E4_2_2_2,,Vitvi10g00061,vv40006Cell_wall,,,
VIT_10s0116g01180,Unknown protein,,,Vitvi10g00062,,,,
VIT_10s0116g01210,Aspartyl protease,E3_4_23_40,,Vitvi10g00064,,,,
VIT_10s0116g01240,SLAH1 (SLAC1 homologue 1),SLAH1,,Vitvi10g00065,vv50122Porters_cat_7_to_17,,,
VIT_10s0116g01260,Prefoldin,,,Vitvi10g00066,,,,
VIT_10s0116g01280,Prefoldin,,,Vitvi10g00069,,,,
VIT_10s0116g01400,Peroxisomal membrane protein PMP22,,,Vitvi10g00070,,,,
VIT_10s0116g01440,F-box-like,,,Vitvi10g00071,,,,
VIT_10s0116g01450,Unknown,,,Vitvi10g00072,,,,
VIT_10s0116g01480,2-oxoglutarate dehydrogenase E2 subunit,E1_2_4_2,,Vitvi10g00073,vv10020Citrate_cycle,vv10380Tryptophan_metabolism,,
VIT_10s0116g01490,DNA helicase SNF2 domain-containing protein,SNF2HEL_7,,Vitvi10g00075,vv60058SNF2,,,
VIT_10s0116g01500,DNA helicase SNF2 domain-containing protein,SNF2HEL_2,,Vitvi10g00076,vv60058SNF2,,,
VIT_10s0116g01520,DNA helicase SNF2 domain-containing protein,SNF2HEL_4,,Vitvi10g00077,vv60058SNF2,,,
VIT_10s0116g01540,Aminomethyltransferase,E2_1_2_10,,Vitvi10g00078,vv10260Glycine_serine_and_threonine_metabolism,vv10670One_carbon_pool_by_folate,,
VIT_10s0116g01550,Unknown protein,,,Vitvi10g00079,,,,
VIT_10s0116g01560,U3 small nucleolar RNA-associated protein 6,K14557,,Vitvi10g00080,vv23008Ribosome_biogenesis_in_Eukaryotes,,,
VIT_10s0116g01620,Lyase,,,Vitvi10g00083,,,,
VIT_10s0116g01630,Endonuclease/exonuclease/phosphatase family,,,Vitvi10g00084,,,,
VIT_10s0116g01640,Glucan endo-1;3-beta-glucosidase 3 precursor,E3_2_1_39,,Vitvi10g00085,vv10500Starch_and_sucrose_metabolism,,,
VIT_10s0116g01650,5'-adenylylsulfate reductase (APR1),E1_8_4_8,,Vitvi10g00086,vv10920Sulfur_metabolism,,,
VIT_10s0116g01660,Lactoylglutathione lyase,E4_4_1_5,,Vitvi10g00087,vv10620Pyruvate_metabolism,,,
VIT_10s0116g01680,Ankyrin repeat,,,Vitvi10g00090,,,,
VIT_10s0116g01690,No hit,,,Vitvi10g00091,,,,
VIT_10s0116g01710,Galactosyltransferase family protein,E2_4_x_x,,Vitvi10g00092,,,,
VIT_10s0116g01720,Unknown protein,,,Vitvi10g00093,,,,
VIT_10s0116g01730,Soluble starch synthase 3; chloroplast precursor,E2_4_1_11,,Vitvi10g00094,vv10500Starch_and_sucrose_metabolism,,,
VIT_10s0116g01740,ATP synthase gamma chain 1t (ATPC1),K02115,,Vitvi10g00096,vv10190Oxidative_phosphorylation,vv10195Photosynthesis,,
VIT_10s0116g01770,Met-10+ like family protein,,,Vitvi10g00098,,,,
VIT_10s0116g01790,Unknown,,,Vitvi10g00101,,,,
VIT_10s0116g01810,Unknown protein,,,Vitvi10g00104,,,,
VIT_10s0116g01830,Unknown protein,,,Vitvi10g00105,,,,
VIT_10s0116g01850,Unknown protein,,,Vitvi10g00106,,,,
VIT_10s0116g01860,MATE efflux family protein,MATE,,Vitvi10g00107,vv50125Porters_cat_66_to_94,,,
VIT_10s0116g01870,MATE efflux family protein,MATE,,Vitvi10g00109,vv50125Porters_cat_66_to_94,,,
VIT_10s0116g01900,Unknown,,,Vitvi10g00110,,,,
VIT_00s0612g00030,Unknown protein,,,Vitvi10g00112,,,,
VIT_00s0612g00010,Phospholipase/carboxylesterase,E3_1_1_1,,Vitvi10g00113,,,,
VIT_00s2188g00010,Tonoplast dicarboxylate transporter,SDAT,,Vitvi10g00114,vv50124Porters_cat_30_to_64,,,
VIT_10s0116g00010,Derlin-2,K13989,,Vitvi10g00115,vv24141Protein_processing_in_endoplasmic_reticulum,vv50133Primary_active_transporter_cat_A9_to_A18,,
VIT_10s0116g00020,Tobamovirus multiplication 1 homolog 3,,,Vitvi10g00116,,,,
VIT_10s0116g00030,Pentatricopeptide (PPR) repeat membrane-associated salt-inducible protein,,,Vitvi10g00117,,,,
VIT_10s0116g00050,Receptor protein kinase,,,Vitvi10g00118,,,,
VIT_10s0116g00100,Strubbelig receptor family 8,,,Vitvi10g00119,,,,
VIT_10s0116g00130,Auxin-independent growth promoter,,,Vitvi10g00120,,,,
VIT_10s0116g00140,Abnormal leaf shape 1 ALE1,,,Vitvi10g00121,,,,
VIT_10s0116g00160,Bromo-adjacenty (BAH) domain-containing protein,PHDBAH_1,,Vitvi10g00122,vv60048PHD,,,
VIT_10s0116g00180,Ribosomal protein L4/L1,K02926,,Vitvi10g00123,vv23010Ribosome,,,
VIT_10s0116g00210,UBX domain-containing protein 1,K14012,,Vitvi10g00125,vv24141Protein_processing_in_endoplasmic_reticulum,,,
VIT_10s0116g00290,UBX domain-containing protein 1,K14012,,Vitvi10g00126,vv24141Protein_processing_in_endoplasmic_reticulum,,,
VIT_10s0116g00330,AAA-type ATPase,,,Vitvi10g00127,,,,
VIT_10s0116g00350,Unknown protein,,,Vitvi10g00128,,,,
VIT_10s0116g00360,Pyrophosphate-dependent phosphofructokinase beta subunit,E2_7_1_11,,Vitvi10g00129,vv10010Glycolysis,vv10030Pentose_phosphate,,
VIT_10s0116g00380,Ovate family protein 3 OFP3,OFP3_1,,Vitvi10g00130,vv60086OFP,,,
VIT_00s0704g00040,Calmodulin-binding,,,Vitvi10g00131,,,,
VIT_00s0704g00010,Derlin-2,K13989,,Vitvi10g00132,vv24141Protein_processing_in_endoplasmic_reticulum,vv50133Primary_active_transporter_cat_A9_to_A18,,
VIT_00s0992g00010,Zinc finger (MYND type),ZFMYND_4,,Vitvi10g00133,vv60067Zf-MYND,,,
VIT_00s0992g00020,Heat shock protein (HSP26.5-P) 26.5 kDa class P,,,Vitvi10g00134,,,,
VIT_10s0523g00040,Alternative oxidase 4; chloroplastic/chromoplastic,,,Vitvi10g00135,,,,
VIT_10s0523g00030,Photoregulatory zinc-finger protein COP1,K10143,,Vitvi10g00136,vv24120Ubiquitin_mediated_proteolysis,,,
VIT_10s0523g00020,Tyrosine specific protein phosphatase,,,Vitvi10g00138,,,,
VIT_00s0228g00040,No hit,,,Vitvi10g00145,,,,
VIT_00s0399g00020,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,Vitvi10g00150,,,,
VIT_00s0399g00030,Extracellular ligand-gated ion channel,EXLIGIONCH,,Vitvi10g00153,vv50109Incompletely_characterized_transport_systems,,,
VIT_00s0399g00060,Alternative oxidase / immutans protein (IM),,,Vitvi10g00154,,,,
VIT_00s0515g00010,Phospholipase/carboxylesterase,E3_1_1_1,,Vitvi10g00156,,,,
VIT_00s0515g00020,R protein MLA10,K13475,,Vitvi10g00158,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_00s0515g00030,Unknown protein,,,Vitvi10g00159,,,,
VIT_00s0515g00040,R protein MLA10,K13475,,Vitvi10g00160,vv34627R_proteins_from_Plant-pathogen_interaction,,,
VIT_00s0515g00050,Serine/threonine-protein kinase HT1,,,Vitvi10g00161,,,,
VIT_00s0516g00020,Calcium-binding EF hand family,,,Vitvi10g00164,,,,
VIT_00s0516g00030,Dehydrogenase/reductase SDR family member 4,K11147,,Vitvi10g00165,vv44146Peroxisome,,,
VIT_00s1343g00010,Glycinamide ribonucleotide transformylase,E2_1_2_2,,Vitvi10g00167,vv10230Purine_metabolism,vv10670One_carbon_pool_by_folate,,
VIT_00s0598g00040,Unknown protein,,,Vitvi10g00168,,,,
VIT_00s0598g00030,Glycinamide ribonucleotide transformylase,E2_1_2_2,,Vitvi10g00169,vv10230Purine_metabolism,vv10670One_carbon_pool_by_folate,,
VIT_00s0598g00020,Alkaline phytoceramidase,K04711,,Vitvi10g00170,vv10600Sphingolipid_metabolism,,,
VIT_00s0598g00010,CDP-diacylglycerol synthetase,E2_7_7_41,,Vitvi10g00171,vv10564Glycerophospholipid_metabolism,vv34070Phosphatidylinositol_signaling_system,,
